online_order,book_table,votes,location,rest_type,cuisines,Cost2plates,Type,Is_Success
Yes,No,23,others,Quick Bites,others,300.0,Delivery,0
Yes,No,25,Basavanagudi,Quick Bites,others,350.0,Delivery,1
Yes,No,40,others,Quick Bites,others,200.0,Delivery,0
Yes,No,4,Basavanagudi,Quick Bites,others,100.0,Delivery,0
Yes,No,8,Basavanagudi,Quick Bites,others,150.0,Delivery,0
Yes,No,32,others,Quick Bites,"North Indian, Chinese",300.0,Delivery,0
Yes,No,10,Basavanagudi,Quick Bites,South Indian,200.0,Delivery,0
Yes,No,6,Basavanagudi,Quick Bites,others,300.0,Delivery,0
Yes,No,53,Jayanagar,Quick Bites,others,250.0,Delivery,1
Yes,No,67,others,Casual Dining,North Indian,700.0,Delivery,0
Yes,No,23,Jayanagar,Sweet Shop,others,250.0,Delivery,0
Yes,No,19,Banashankari,Quick Bites,"South Indian, North Indian",200.0,Delivery,0
Yes,No,24,Banashankari,Quick Bites,others,300.0,Delivery,0
Yes,No,232,Jayanagar,Quick Bites,"South Indian, Chinese",400.0,Delivery,1
Yes,No,221,Jayanagar,Casual Dining,Chinese,700.0,Delivery,1
Yes,Yes,1063,Jayanagar,"Casual Dining, Bar",others,1200.0,Delivery,1
Yes,No,93,Basavanagudi,Quick Bites,Street Food,200.0,Delivery,0
Yes,No,233,Jayanagar,Casual Dining,others,800.0,Delivery,1
Yes,No,211,Jayanagar,Casual Dining,others,500.0,Delivery,1
Yes,No,1778,Jayanagar,Quick Bites,others,200.0,Delivery,1
Yes,No,218,others,Casual Dining,"North Indian, Chinese, South Indian",800.0,Delivery,0
Yes,No,514,Basavanagudi,Cafe,others,600.0,Delivery,0
Yes,Yes,866,Jayanagar,Casual Dining,others,900.0,Delivery,1
Yes,No,96,others,Quick Bites,North Indian,400.0,Delivery,0
Yes,No,80,Banashankari,Quick Bites,others,250.0,Delivery,0
Yes,No,73,Basavanagudi,Bakery,others,300.0,Delivery,1
Yes,No,84,Jayanagar,Sweet Shop,"Mithai, Street Food",400.0,Delivery,1
Yes,No,88,Banashankari,Quick Bites,others,350.0,Delivery,0
Yes,No,179,Banashankari,Casual Dining,others,600.0,Delivery,0
Yes,No,61,Basavanagudi,Quick Bites,others,100.0,Delivery,1
Yes,No,128,others,Casual Dining,others,450.0,Delivery,0
Yes,No,339,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400.0,Delivery,1
Yes,No,449,Basavanagudi,Quick Bites,Street Food,100.0,Delivery,1
Yes,No,210,Jayanagar,others,Beverages,150.0,Delivery,1
Yes,No,57,Basavanagudi,Quick Bites,others,200.0,Delivery,0
Yes,No,213,Banashankari,Quick Bites,others,400.0,Delivery,0
Yes,No,208,Jayanagar,"Beverage Shop, Quick Bites",others,250.0,Delivery,0
Yes,No,70,Banashankari,Quick Bites,South Indian,100.0,Delivery,1
Yes,No,219,Basavanagudi,Cafe,others,600.0,Delivery,1
Yes,No,59,Banashankari,Quick Bites,others,200.0,Delivery,0
Yes,No,10,Banashankari,Quick Bites,others,500.0,Delivery,0
Yes,No,9,others,Quick Bites,others,400.0,Delivery,0
Yes,No,124,others,Casual Dining,others,750.0,Delivery,0
Yes,No,19,others,Quick Bites,South Indian,100.0,Delivery,0
Yes,No,0,Jayanagar,"Takeaway, Delivery",North Indian,300.0,Delivery,1
Yes,No,4,Basavanagudi,Quick Bites,others,150.0,Delivery,0
Yes,No,4,others,Dessert Parlor,"Desserts, Ice Cream",150.0,Delivery,0
Yes,No,21,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",200.0,Delivery,1
Yes,No,8,Banashankari,others,others,250.0,Delivery,0
Yes,No,10,others,Quick Bites,"North Indian, Chinese, South Indian",400.0,Delivery,0
Yes,No,0,Banashankari,Quick Bites,others,400.0,Delivery,1
Yes,No,10,others,Quick Bites,North Indian,400.0,Delivery,0
Yes,No,4,others,Quick Bites,others,200.0,Delivery,0
Yes,No,4,Banashankari,Delivery,North Indian,350.0,Delivery,0
Yes,No,0,others,Quick Bites,others,300.0,Delivery,1
Yes,No,16,JP Nagar,"Takeaway, Delivery",others,500.0,Delivery,0
Yes,No,0,others,"Takeaway, Delivery",Bakery,300.0,Delivery,1
Yes,No,12,Jayanagar,Quick Bites,others,300.0,Delivery,0
Yes,No,0,Jayanagar,Bakery,Bakery,150.0,Delivery,1
Yes,No,14,Jayanagar,Casual Dining,"North Indian, South Indian",600.0,Delivery,1
Yes,No,0,Jayanagar,Quick Bites,others,300.0,Delivery,0
Yes,No,5,others,"Takeaway, Delivery",others,199.0,Delivery,0
Yes,No,5,Basavanagudi,"Casual Dining, Bar",others,800.0,Delivery,0
Yes,No,15,Banashankari,Quick Bites,others,250.0,Delivery,0
Yes,No,4,Basavanagudi,Casual Dining,"North Indian, Fast Food",500.0,Delivery,0
Yes,No,0,others,"Dessert Parlor, Quick Bites",others,250.0,Delivery,1
Yes,No,17,Basavanagudi,Quick Bites,others,300.0,Delivery,0
Yes,No,0,Banashankari,Quick Bites,others,200.0,Delivery,1
Yes,No,0,Basavanagudi,Quick Bites,others,300.0,Delivery,1
Yes,No,6,Banashankari,Quick Bites,"South Indian, North Indian",500.0,Delivery,0
Yes,No,10,Banashankari,Quick Bites,South Indian,100.0,Delivery,0
Yes,No,0,Basavanagudi,Quick Bites,others,200.0,Delivery,1
Yes,Yes,775,Banashankari,Casual Dining,others,800.0,Delivery,1
Yes,Yes,2022,Jayanagar,Casual Dining,"North Indian, South Indian",1000.0,Delivery,1
Yes,No,0,Basavanagudi,Quick Bites,North Indian,100.0,Delivery,1
Yes,No,0,others,Quick Bites,"North Indian, South Indian",150.0,Delivery,1
Yes,Yes,150,Banashankari,Cafe,others,600.0,Delivery,1
Yes,No,232,Basavanagudi,Casual Dining,"North Indian, Chinese",750.0,Delivery,1
Yes,No,38,Basavanagudi,Quick Bites,Chinese,200.0,Delivery,1
Yes,No,0,Banashankari,Quick Bites,others,300.0,Delivery,1
Yes,Yes,431,Jayanagar,Casual Dining,North Indian,800.0,Delivery,0
Yes,Yes,2115,Banashankari,Casual Dining,others,800.0,Delivery,1
Yes,No,30,others,Quick Bites,others,200.0,Delivery,0
Yes,No,150,Jayanagar,Casual Dining,North Indian,800.0,Delivery,1
Yes,No,12,others,Quick Bites,others,200.0,Delivery,0
Yes,No,155,Jayanagar,Casual Dining,others,450.0,Delivery,1
Yes,No,33,Basavanagudi,Quick Bites,Fast Food,200.0,Delivery,0
Yes,Yes,666,Jayanagar,"Casual Dining, Bar",others,1000.0,Delivery,1
Yes,No,0,Jayanagar,Quick Bites,others,200.0,Delivery,1
Yes,No,240,Basavanagudi,Cafe,Cafe,700.0,Delivery,1
Yes,No,918,Banashankari,"Cafe, Casual Dining",others,800.0,Delivery,1
Yes,No,465,Jayanagar,Casual Dining,others,600.0,Delivery,1
Yes,Yes,970,Jayanagar,"Microbrewery, Casual Dining",others,1500.0,Delivery,1
Yes,No,128,Banashankari,Quick Bites,"North Indian, Chinese",300.0,Delivery,0
Yes,No,241,others,Quick Bites,"North Indian, Chinese",300.0,Delivery,0
Yes,No,22,Banashankari,Quick Bites,South Indian,200.0,Delivery,0
Yes,No,734,Banashankari,Quick Bites,others,200.0,Delivery,1
Yes,No,130,Jayanagar,Quick Bites,"North Indian, Biryani",400.0,Delivery,1
Yes,No,261,Jayanagar,Cafe,others,700.0,Delivery,1
Yes,No,191,others,Quick Bites,others,300.0,Delivery,1
Yes,No,364,Basavanagudi,Casual Dining,others,550.0,Delivery,1
Yes,No,0,others,Quick Bites,others,500.0,Delivery,1
Yes,No,133,Banashankari,Quick Bites,others,300.0,Delivery,1
Yes,No,888,Banashankari,Casual Dining,others,750.0,Delivery,1
Yes,No,13,Banashankari,Cafe,others,400.0,Delivery,0
Yes,No,750,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian",500.0,Delivery,1
Yes,Yes,164,Banashankari,Cafe,others,500.0,Delivery,1
No,No,0,Basavanagudi,Quick Bites,Fast Food,200.0,Delivery,1
Yes,No,6,Banashankari,Delivery,others,200.0,Delivery,0
Yes,No,527,Basavanagudi,Casual Dining,North Indian,500.0,Delivery,1
No,No,345,Banashankari,Dessert Parlor,"Ice Cream, Desserts",400.0,Desserts,1
No,No,356,Banashankari,Sweet Shop,others,150.0,Desserts,1
Yes,No,17,Banashankari,Dessert Parlor,"Desserts, Beverages",400.0,Desserts,0
Yes,No,38,Banashankari,Dessert Parlor,Ice Cream,150.0,Desserts,1
No,No,78,Banashankari,"Bakery, Dessert Parlor",Bakery,150.0,Desserts,0
No,No,60,Banashankari,Dessert Parlor,Bakery,400.0,Desserts,1
Yes,No,115,Banashankari,Sweet Shop,"Mithai, Street Food",400.0,Desserts,1
No,No,39,Banashankari,Bakery,"Bakery, Desserts",300.0,Desserts,1
Yes,No,116,Banashankari,Dessert Parlor,others,400.0,Desserts,1
Yes,No,918,Banashankari,"Cafe, Casual Dining",others,800.0,Desserts,1
No,No,46,Banashankari,"Sweet Shop, Quick Bites","Mithai, Street Food",400.0,Desserts,0
Yes,No,41,Banashankari,Dessert Parlor,Desserts,300.0,Desserts,1
Yes,No,144,Banashankari,Cafe,others,700.0,Desserts,1
No,No,28,Banashankari,others,others,150.0,Desserts,1
Yes,No,860,Banashankari,Dessert Parlor,"Desserts, Ice Cream",500.0,Desserts,1
No,No,14,Banashankari,Sweet Shop,"Mithai, Street Food",200.0,Desserts,0
No,No,66,Banashankari,Bakery,"Bakery, Desserts",300.0,Desserts,1
Yes,No,8,Banashankari,Sweet Shop,"Mithai, Street Food",100.0,Desserts,0
Yes,No,54,Banashankari,others,others,400.0,Desserts,0
No,No,7,Banashankari,Dessert Parlor,Desserts,500.0,Desserts,0
No,No,9,Banashankari,Dessert Parlor,Ice Cream,300.0,Desserts,0
No,No,42,Banashankari,"Beverage Shop, Quick Bites",others,300.0,Desserts,0
No,No,64,Banashankari,Quick Bites,others,250.0,Desserts,1
Yes,No,14,Banashankari,Bakery,"Bakery, Desserts",350.0,Desserts,0
No,No,45,Banashankari,"Takeaway, Delivery",Bakery,400.0,Desserts,1
No,No,11,Banashankari,Cafe,others,600.0,Desserts,0
No,No,13,Banashankari,Bakery,"Bakery, Desserts",300.0,Desserts,0
No,No,7,Banashankari,Dessert Parlor,"Ice Cream, Desserts",150.0,Desserts,0
No,No,8,Banashankari,Bakery,"Bakery, Desserts",400.0,Desserts,0
No,No,0,Banashankari,Dessert Parlor,others,150.0,Desserts,1
No,No,0,Banashankari,Bakery,Bakery,300.0,Desserts,1
No,No,25,Banashankari,Dessert Parlor,"Ice Cream, Desserts",200.0,Desserts,0
No,No,0,Banashankari,Bakery,Bakery,300.0,Desserts,1
No,No,17,Banashankari,Dessert Parlor,"Desserts, Ice Cream",150.0,Desserts,0
No,No,0,Banashankari,Delivery,"Bakery, Desserts",500.0,Desserts,1
No,No,0,Banashankari,Sweet Shop,others,300.0,Desserts,1
No,No,0,Banashankari,others,Desserts,200.0,Desserts,1
Yes,No,0,Banashankari,Quick Bites,others,200.0,Desserts,1
Yes,No,35,Banashankari,Delivery,"Bakery, Desserts",500.0,Desserts,1
Yes,No,70,Banashankari,Dessert Parlor,others,400.0,Desserts,1
No,No,0,Banashankari,Dessert Parlor,Ice Cream,100.0,Desserts,1
No,No,98,Basavanagudi,"Sweet Shop, Quick Bites",others,400.0,Desserts,1
No,No,25,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",250.0,Desserts,0
Yes,No,219,Basavanagudi,Cafe,others,600.0,Desserts,1
Yes,No,73,Basavanagudi,Bakery,others,300.0,Desserts,1
No,No,16,Basavanagudi,"Bakery, Quick Bites",others,150.0,Desserts,0
No,No,8,Basavanagudi,Bakery,"Bakery, Desserts",250.0,Desserts,0
Yes,No,15,Basavanagudi,Bakery,Bakery,400.0,Desserts,1
No,No,46,Basavanagudi,"Sweet Shop, Quick Bites","Mithai, Street Food",200.0,Desserts,0
No,No,0,Basavanagudi,Bakery,"Bakery, Desserts",300.0,Desserts,1
Yes,No,13,Basavanagudi,others,others,300.0,Desserts,0
Yes,No,9,Basavanagudi,Dessert Parlor,Desserts,250.0,Desserts,0
Yes,No,43,Basavanagudi,Dessert Parlor,"Desserts, Ice Cream",250.0,Desserts,1
Yes,No,97,Basavanagudi,Casual Dining,others,400.0,Desserts,0
No,No,0,JP Nagar,Dessert Parlor,Ice Cream,200.0,Desserts,1
Yes,No,22,Basavanagudi,Sweet Shop,others,250.0,Desserts,0
No,No,15,Basavanagudi,"Bakery, Quick Bites",Bakery,400.0,Desserts,0
No,No,0,Jayanagar,Takeaway,Desserts,350.0,Desserts,1
Yes,No,27,Basavanagudi,Dessert Parlor,Fast Food,250.0,Desserts,0
Yes,Yes,0,Banashankari,Casual Dining,others,500.0,Dine-out,1
Yes,No,888,Banashankari,Casual Dining,others,750.0,Dine-out,1
Yes,Yes,349,Banashankari,Casual Dining,others,1200.0,Dine-out,1
Yes,No,287,Banashankari,Quick Bites,North Indian,350.0,Dine-out,1
Yes,Yes,2556,Banashankari,"Casual Dining, Cafe",others,600.0,Dine-out,1
Yes,Yes,354,Banashankari,Casual Dining,others,800.0,Dine-out,1
Yes,Yes,775,Banashankari,Casual Dining,others,800.0,Dine-out,1
Yes,Yes,2115,Banashankari,Casual Dining,others,800.0,Dine-out,1
No,Yes,977,Banashankari,Lounge,Finger Food,1300.0,Dine-out,1
No,No,868,Banashankari,Pub,others,1200.0,Dine-out,1
Yes,No,324,Banashankari,Cafe,others,700.0,Dine-out,1
Yes,No,787,Banashankari,Casual Dining,others,800.0,Dine-out,1
Yes,No,504,Banashankari,Cafe,others,550.0,Dine-out,1
Yes,No,402,Banashankari,Cafe,Cafe,500.0,Dine-out,1
Yes,Yes,150,Banashankari,Cafe,others,600.0,Dine-out,1
Yes,Yes,164,Banashankari,Cafe,others,500.0,Dine-out,1
No,No,244,Banashankari,Casual Dining,others,800.0,Dine-out,1
Yes,No,771,Banashankari,Casual Dining,"South Indian, North Indian, Chinese",450.0,Dine-out,1
Yes,No,1647,Banashankari,Casual Dining,others,600.0,Dine-out,1
No,Yes,808,Banashankari,Casual Dining,"North Indian, Chinese",850.0,Dine-out,1
No,No,424,Banashankari,Cafe,others,450.0,Dine-out,1
Yes,No,135,Banashankari,Casual Dining,others,800.0,Dine-out,1
No,No,0,Banashankari,"Casual Dining, Bar",others,1000.0,Dine-out,1
No,No,28,Banashankari,Mess,South Indian,300.0,Dine-out,1
Yes,No,918,Banashankari,"Cafe, Casual Dining",others,800.0,Dine-out,1
Yes,No,90,Banashankari,Cafe,Cafe,650.0,Dine-out,1
Yes,No,519,Banashankari,Casual Dining,others,900.0,Dine-out,1
Yes,No,105,Banashankari,Casual Dining,others,700.0,Dine-out,0
No,No,43,Banashankari,"Bar, Casual Dining","North Indian, Chinese",700.0,Dine-out,0
No,No,46,Banashankari,"Sweet Shop, Quick Bites","Mithai, Street Food",400.0,Dine-out,0
Yes,No,133,Banashankari,Cafe,others,800.0,Dine-out,1
Yes,No,144,Banashankari,Cafe,others,700.0,Dine-out,1
No,No,93,Banashankari,Cafe,others,300.0,Dine-out,1
Yes,No,42,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",300.0,Dine-out,1
Yes,No,247,Banashankari,Casual Dining,North Indian,500.0,Dine-out,0
Yes,No,13,Banashankari,Cafe,others,400.0,Dine-out,0
No,No,39,Banashankari,Casual Dining,"North Indian, Chinese",450.0,Dine-out,0
Yes,No,62,Banashankari,Cafe,others,400.0,Dine-out,0
Yes,No,160,Banashankari,Casual Dining,"North Indian, Chinese",700.0,Dine-out,1
No,No,14,Banashankari,Sweet Shop,"Mithai, Street Food",200.0,Dine-out,0
No,No,42,Banashankari,Casual Dining,"North Indian, Chinese",700.0,Dine-out,1
Yes,No,119,Banashankari,Casual Dining,others,700.0,Dine-out,0
Yes,No,129,Banashankari,Casual Dining,others,600.0,Dine-out,0
Yes,Yes,0,Banashankari,Casual Dining,others,500.0,Dine-out,1
No,No,62,Banashankari,Bar,"South Indian, North Indian, Chinese",800.0,Dine-out,0
No,No,0,Banashankari,Mess,South Indian,200.0,Dine-out,1
Yes,No,24,Banashankari,Casual Dining,"North Indian, Chinese",600.0,Dine-out,0
No,No,0,Banashankari,Casual Dining,"North Indian, South Indian",500.0,Dine-out,1
No,No,283,Banashankari,Casual Dining,North Indian,600.0,Dine-out,0
No,No,42,Banashankari,"Beverage Shop, Quick Bites",others,300.0,Dine-out,0
No,No,10,Banashankari,Quick Bites,others,300.0,Dine-out,0
No,No,39,Banashankari,Casual Dining,others,950.0,Dine-out,0
Yes,No,59,Banashankari,Casual Dining,"North Indian, Chinese",750.0,Dine-out,1
Yes,No,179,Banashankari,Casual Dining,others,600.0,Dine-out,0
No,No,62,Banashankari,Quick Bites,"South Indian, Chinese",150.0,Dine-out,1
No,No,6,Banashankari,Casual Dining,others,500.0,Dine-out,0
No,No,30,Banashankari,Bar,"Chinese, North Indian",1000.0,Dine-out,0
No,No,10,Banashankari,Quick Bites,"South Indian, Biryani",300.0,Dine-out,0
No,No,36,Banashankari,Casual Dining,others,500.0,Dine-out,0
No,No,31,Banashankari,Cafe,Cafe,300.0,Dine-out,0
No,No,0,Banashankari,Bar,others,500.0,Dine-out,1
No,No,11,Banashankari,Cafe,others,600.0,Dine-out,0
No,No,98,Banashankari,Bar,"North Indian, Chinese",800.0,Dine-out,0
No,No,18,Banashankari,"Beverage Shop, Quick Bites",others,150.0,Dine-out,0
No,No,10,Banashankari,Casual Dining,"South Indian, North Indian, Chinese",500.0,Dine-out,0
No,No,128,Banashankari,Casual Dining,others,850.0,Dine-out,0
No,No,0,Banashankari,Quick Bites,others,400.0,Dine-out,1
Yes,No,45,Banashankari,Casual Dining,others,800.0,Dine-out,0
Yes,No,119,Banashankari,Casual Dining,"North Indian, Chinese",400.0,Dine-out,0
Yes,No,12,Banashankari,"Beverage Shop, Quick Bites",others,150.0,Dine-out,0
No,No,0,Banashankari,Quick Bites,others,350.0,Dine-out,1
No,No,4,Banashankari,Cafe,others,500.0,Dine-out,0
No,No,0,Banashankari,Cafe,"Cafe, Fast Food",900.0,Dine-out,1
No,No,0,Banashankari,Casual Dining,"North Indian, Chinese",700.0,Dine-out,1
No,No,0,Banashankari,"Beverage Shop, Quick Bites",others,150.0,Dine-out,1
Yes,No,0,Banashankari,Casual Dining,others,500.0,Dine-out,1
Yes,No,41,others,others,others,400.0,Dine-out,0
Yes,No,405,Banashankari,Casual Dining,others,750.0,Dine-out,0
Yes,No,388,Banashankari,Casual Dining,others,650.0,Dine-out,1
No,No,651,Banashankari,Quick Bites,South Indian,100.0,Dine-out,1
Yes,No,0,Banashankari,Quick Bites,others,300.0,Dine-out,1
Yes,No,734,Banashankari,Quick Bites,others,200.0,Dine-out,1
No,No,21,Banashankari,Quick Bites,North Indian,450.0,Dine-out,0
No,No,1047,Banashankari,Quick Bites,others,450.0,Dine-out,1
Yes,No,505,Banashankari,Quick Bites,others,450.0,Dine-out,1
No,No,55,Banashankari,Quick Bites,others,200.0,Dine-out,0
Yes,No,264,Banashankari,Quick Bites,South Indian,200.0,Dine-out,1
Yes,No,133,Banashankari,Quick Bites,others,300.0,Dine-out,1
No,No,0,Banashankari,Quick Bites,South Indian,100.0,Dine-out,1
Yes,No,286,Banashankari,Quick Bites,others,500.0,Dine-out,1
No,No,343,Banashankari,Quick Bites,South Indian,100.0,Dine-out,1
Yes,No,66,Banashankari,Quick Bites,South Indian,150.0,Dine-out,0
Yes,No,10,Banashankari,Quick Bites,South Indian,100.0,Dine-out,0
Yes,No,61,Banashankari,Quick Bites,"North Indian, Chinese",300.0,Dine-out,1
No,No,70,Banashankari,Quick Bites,"Fast Food, Beverages",500.0,Dine-out,1
Yes,No,28,Banashankari,Quick Bites,others,300.0,Dine-out,0
Yes,No,70,Banashankari,Quick Bites,South Indian,100.0,Dine-out,1
Yes,No,28,Banashankari,Quick Bites,Fast Food,150.0,Dine-out,1
Yes,No,15,Banashankari,Quick Bites,others,250.0,Dine-out,0
Yes,No,131,Banashankari,Quick Bites,Biryani,250.0,Dine-out,1
No,No,19,Banashankari,Quick Bites,South Indian,150.0,Dine-out,1
Yes,No,237,Banashankari,Quick Bites,others,200.0,Dine-out,0
Yes,No,6,Banashankari,Quick Bites,"South Indian, North Indian",500.0,Dine-out,0
Yes,No,201,Banashankari,Quick Bites,others,300.0,Dine-out,1
Yes,No,506,Banashankari,Quick Bites,others,500.0,Dine-out,0
No,No,520,Banashankari,Quick Bites,others,300.0,Dine-out,1
No,No,0,Banashankari,Quick Bites,North Indian,150.0,Dine-out,1
Yes,No,104,Banashankari,Quick Bites,others,300.0,Dine-out,1
No,No,88,Banashankari,Quick Bites,"South Indian, North Indian",300.0,Dine-out,0
Yes,No,95,Banashankari,Quick Bites,others,150.0,Dine-out,0
Yes,No,136,Banashankari,Quick Bites,others,600.0,Dine-out,0
Yes,No,101,Banashankari,Quick Bites,others,400.0,Dine-out,1
Yes,No,60,Banashankari,Quick Bites,others,200.0,Dine-out,1
No,No,88,Banashankari,Quick Bites,South Indian,250.0,Dine-out,1
No,No,8,Banashankari,Quick Bites,South Indian,200.0,Dine-out,0
No,No,145,Banashankari,Quick Bites,others,300.0,Dine-out,0
Yes,No,46,Banashankari,Quick Bites,others,500.0,Dine-out,0
Yes,No,22,Banashankari,Quick Bites,South Indian,200.0,Dine-out,0
Yes,No,57,Banashankari,Quick Bites,others,200.0,Dine-out,1
No,No,189,Banashankari,Quick Bites,South Indian,300.0,Dine-out,1
No,No,22,Banashankari,Quick Bites,Fast Food,500.0,Dine-out,0
Yes,No,18,Banashankari,Quick Bites,others,250.0,Dine-out,0
Yes,No,73,Banashankari,Quick Bites,others,400.0,Dine-out,0
No,No,39,Banashankari,Quick Bites,others,350.0,Dine-out,1
Yes,No,540,Banashankari,Quick Bites,others,800.0,Dine-out,1
No,No,71,Banashankari,Quick Bites,"North Indian, South Indian",250.0,Dine-out,0
Yes,No,24,Banashankari,Quick Bites,others,250.0,Dine-out,0
No,No,0,Banashankari,Quick Bites,"South Indian, Chinese",100.0,Dine-out,1
No,No,11,Banashankari,Quick Bites,others,300.0,Dine-out,0
No,No,9,Banashankari,Quick Bites,others,350.0,Dine-out,0
No,No,12,Banashankari,Quick Bites,others,500.0,Dine-out,0
Yes,No,120,Banashankari,Quick Bites,others,250.0,Dine-out,1
Yes,No,82,Banashankari,Quick Bites,others,300.0,Dine-out,0
Yes,No,88,Banashankari,Quick Bites,others,350.0,Dine-out,0
Yes,No,0,Banashankari,Quick Bites,others,400.0,Dine-out,1
Yes,No,17,Banashankari,Quick Bites,South Indian,150.0,Dine-out,1
No,No,0,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",400.0,Dine-out,1
Yes,No,87,Banashankari,Quick Bites,others,600.0,Dine-out,0
Yes,No,14,Banashankari,Quick Bites,South Indian,300.0,Dine-out,0
No,No,31,Banashankari,Quick Bites,North Indian,200.0,Dine-out,0
No,No,17,Banashankari,Quick Bites,South Indian,300.0,Dine-out,0
Yes,No,415,Banashankari,Quick Bites,others,500.0,Dine-out,1
Yes,No,128,Banashankari,Quick Bites,"North Indian, Chinese",300.0,Dine-out,0
No,No,94,Banashankari,Quick Bites,South Indian,100.0,Dine-out,1
No,No,64,Banashankari,Quick Bites,others,250.0,Dine-out,1
No,No,65,Banashankari,Quick Bites,others,300.0,Dine-out,0
Yes,No,7,Banashankari,Quick Bites,"North Indian, Chinese",250.0,Dine-out,0
No,No,5,Banashankari,Quick Bites,South Indian,350.0,Dine-out,0
No,No,52,Banashankari,Quick Bites,South Indian,300.0,Dine-out,0
Yes,No,123,Banashankari,Quick Bites,Fast Food,200.0,Dine-out,0
Yes,No,290,Banashankari,Quick Bites,others,450.0,Dine-out,0
Yes,No,59,Banashankari,Quick Bites,others,200.0,Dine-out,0
No,No,130,Banashankari,Quick Bites,South Indian,200.0,Dine-out,0
Yes,No,91,Banashankari,Quick Bites,others,400.0,Dine-out,0
Yes,No,12,Banashankari,Quick Bites,Biryani,300.0,Dine-out,0
Yes,No,80,Banashankari,Quick Bites,others,250.0,Dine-out,0
